insurer_name,insuredname,insuredCity,insuredstate,insuredpostalCode,natureOfincident,dateOfloss,injuryinvolved,loss_description,location_of_loss,claimNumber,vehicle_damages_1,vehicle_damages_2,injury_description,lawsuit_filed,providers_alternative_medicine,providers_alternative_medicine_tax_id,providers_alternative_medicine_payment,providers_chiropractor,providers_chiropractor_tax_id,providers_chiropractor_payment,providers_diagnostic_radiologist,providers_diagnostic_radiologist_tax_id,providers_diagnostic_radiologist_payment,providers_ER physician,providers_ER physician_tax_id,providers_ER physician_payment,providers_general_practitioner,providers_general_practitioner_tax_id,providers_general_practitioner_payment,providers_neurologist,providers_neurologist_tax_id,providers_neurologist_payment,providers_orthopedist,providers_orthopedist_tax_id,providers_orthopedist_payment,providers_physical_therapist,providers_physical_therapist_tax_id,providers_physical_therapist_payment,total_claimed_losses,total_insurance_payment
Allstate,Melissa Moore,New Charles,IL,82738,Collision,2021-07-10,No,Type out project personal year rate.,"9084 Dixon Rue Suite 044, North Amanda, PR 51785",ec723414,Fender damage,,,Yes,,,0.0,,,0.0,Nguyen PLC,81-5058448,985.92,,,0.0,,,0.0,Richards Inc,80-3277918,3859.84,,,0.0,,,0.0,6613.94,5419.57
Allstate,Meredith Mccoy,Susanborough,IL,48494,Collision,2024-08-19,Yes,Large air product participant just bar enough but conference picture.,"00100 Tina Landing Suite 339, Parrishmouth, KY 46438",0fb6fe1c,Windshield crack,Fender damage,Fracture,No,Thompson-Rasmussen,84-4220701,3662.13,Morton-Thomas,95-3847690,4123.46,,,0.0,"Hoffman, Barton and Murphy",05-5812733,3168.41,Bates-Manning,52-6366183,657.32,Matthews-Jenkins,91-5523952,3975.53,"Rivera, George and Durham",36-7855391,4007.7,"Garcia, Avery and Villarreal",87-8093419,3503.84,24347.89,14274.3
Allstate,Rebecca Krause,Wilsonville,NY,85099,Rear-end collision,2023-08-21,Yes,Along drug sign glass become activity law dog company strong thought.,"6394 Rios Station Apt. 260, West Russell, NE 89366",3b24b18f,Rear-end collision,Windshield crack,Bruises,No,Hernandez-Taylor,21-3861431,562.65,,,0.0,Matthews-Williams,33-7751591,1782.2,Washington and Sons,23-7274616,4289.13,Marquez-Taylor,40-7098950,2938.64,,,0.0,,,0.0,"Martin, Munoz and Holmes",73-2750337,4660.12,23802.47,15618.86
StateFarm,Edward Garcia,Stevenport,FL,21972,Hit and run,2025-02-04,Yes,Air one security begin together try after their computer red care including money.,"235 Murray Divide, Jamesshire, AL 09497",8ee9f159,Rear-end collision,,Shoulder injury,No,"Molina, Castro and Davis",75-4785700,3422.12,Christensen Inc,74-6752915,687.6,,,0.0,"Rich, Walsh and Gilbert",77-2182554,2810.47,Adkins PLC,36-2236357,3195.72,"Jones, Webb and Garcia",04-9937151,4115.42,,,0.0,"Garza, Lopez and Russell",35-7839362,3585.37,19537.55,13107.74
StateFarm,Brian Kaiser,South Caitlinstad,IL,79707,Collision,2022-08-22,Yes,Follow night rather value beyond price black pattern enjoy move.,"6225 King Road, Danielmouth, OK 87183",2df66975,Windshield crack,,Bruises,No,"Mitchell, Turner and Ramirez",40-1145247,4781.83,,,0.0,,,0.0,"Blackburn, Cantu and Olson",77-9629330,1678.53,Gonzalez-Martinez,77-1142946,1138.5,,,0.0,Bryant-Carter,20-5864578,458.04,,,0.0,11650.68,10052.87
Geico,Erin Burns,Smithview,NC,98134,Hit and run,2024-02-02,No,Style hotel contain consider she assume cultural religious again situation through scientist.,"318 Price Stravenue Apt. 083, Bennettfort, MT 04144",11041659,Windshield crack,,,No,,,0.0,,,0.0,"Marquez, King and Hayden",57-6854856,4198.35,Stein Ltd,34-3227973,1577.84,"Powers, Weiss and Wallace",35-1032330,666.39,Walker PLC,87-9250176,2182.81,"Brown, Burns and Wilson",76-0123759,1092.35,,,0.0,13030.41,6751.96
Geico,Monica Sanchez,South Jamesberg,CA,78961,Hit and run,2021-07-30,Yes,Expect green time both hotel style chance learn which style.,"461 Barbara Grove Apt. 775, Glassburgh, IN 32919",0dba68cb,Fender damage,,Minor cuts,No,"Maldonado, Kim and Nelson",57-1410728,1708.45,Thompson PLC,52-3136187,4489.11,,,0.0,,,0.0,,,0.0,,,0.0,Cook-Powell,23-8282848,4914.75,"Cook, Edwards and Pollard",11-3530531,647.0,17946.86,13132.81
StateFarm,Carrie Castillo,Lake David,GA,86488,Hit and run,2024-09-03,No,Record source Republican card most mother my summer remember.,"0807 Wendy Curve, Lake Denisemouth, VI 57906",66115b76,Front-end collision,,,Yes,,,0.0,Harrell-Mcintosh,90-9841172,2888.25,,,0.0,Obrien-Johnson,76-2114330,3375.38,"Wilson, Browning and Price",03-3042099,2150.53,"Jackson, Reid and Williams",03-9080142,4590.68,,,0.0,,,0.0,18731.71,15088.45
Allstate,Jeffery Cain,Maryland,PA,66295,Hit and run,2025-03-10,No,First pattern those this teacher speak any thing.,"032 Jeffrey Shore, Port Rachel, FL 61164",c5d42781,Fender damage,Front-end collision,,No,,,0.0,Sparks-Carlson,58-5830936,788.76,Richardson Group,02-9313677,1890.16,,,0.0,,,0.0,Watson-Blair,36-5595119,2376.51,,,0.0,,,0.0,13852.31,11585.41
Geico,Brandon Hickman,New Ericshire,GA,11373,Collision,2024-06-10,Yes,Study become development bar word table leader method situation participant pressure career detail.,"03763 Jacob Circles Suite 126, West Jamie, AK 91861",77b19559,Rear-end collision,Fender damage,Disk injury,No,,,0.0,Hardy Ltd,02-3123269,1998.43,,,0.0,"Tyler, Miller and Sharp",58-4173860,3870.07,Combs Group,60-1305906,3091.67,,,0.0,Palmer and Sons,34-7279155,724.16,,,0.0,13158.38,7647.58
Allstate,Todd Ross,Jeremytown,GA,05402,Hit and run,2021-09-20,No,Foreign cover music four lead mouth such.,"53831 Daniel Rapids, South Vickimouth, WI 23882",cf633156,Rear-end collision,Windshield crack,,Yes,,,0.0,"Price, Buck and Maddox",26-8599214,3516.76,,,0.0,"Cochran, Coffey and Hughes",51-8180687,4042.77,,,0.0,,,0.0,"Kelly, Torres and Ritter",57-4104767,445.86,,,0.0,11039.99,6882.93
StateFarm,Paul Booker,North Danaside,PA,34257,Single vehicle accident,2020-09-29,Yes,Exactly rise serve five crime move long could research.,"080 Carney Light, North Marcus, FL 58461",e25fd390,Side impact,,Neck sprain/strain,No,"Stephens, Werner and Johnson",65-7881019,1507.78,,,0.0,Green-Brock,60-1204519,4904.42,,,0.0,Jenkins Group,34-2931586,4947.66,,,0.0,Rice LLC,33-5231849,3352.42,,,0.0,24077.12,22385.45
StateFarm,Mr. Justin Mcknight,Gregoryville,TX,09904,Rear-end collision,2024-02-09,Yes,Wall position these term reach above cover mouth security.,"824 Tammy Gardens, Nancystad, IL 78927",cbc39ff6,Rear-end collision,Fender damage,Bruises,No,Wilkins-Klein,95-7067189,2713.19,"Wells, Lopez and Rodriguez",57-2187172,2211.63,"Smith, Jones and Adams",52-6480742,3814.53,Snyder-Davis,90-1119838,2263.68,"Nixon, Richards and Calderon",93-9790356,4593.73,,,0.0,"Ross, Harper and Smith",45-7339693,361.2,Le-Gomez,52-7915453,1648.17,26470.9,23503.01
StateFarm,Robert Obrien,Bakerview,NY,94207,Collision,2024-09-11,No,Family sound movement seem example thing participant hope natural certainly else team.,"73622 Christine Radial, Cervantestown, SD 91252",f4dfca54,Rear-end collision,,,Yes,,,0.0,Wilson Ltd,15-9564836,2783.44,Holloway Ltd,32-1829399,1212.07,,,0.0,,,0.0,Russell Inc,22-3547304,1935.16,Rodriguez Ltd,86-6052521,1322.18,"Johnson, Cunningham and Adams",36-2691013,4787.85,14981.07,8908.47
Allstate,Stephen Harrison,Jasonburgh,NC,95303,Hit and run,2023-11-26,Yes,Year happy day travel significant laugh experience avoid back class.,"294 Long Ford, Nicholsonbury, ID 01862",4e291541,Windshield crack,,Minor cuts,Yes,,,0.0,Christensen-Martin,06-5793750,756.72,,,0.0,,,0.0,,,0.0,Alvarez LLC,48-1474344,2620.76,,,0.0,,,0.0,13372.12,11527.38
Geico,Jennifer Frye,West Harold,MI,15195,Rear-end collision,2022-11-28,Yes,Benefit its baby study community story student represent beat build.,"Unit 1917 Box 8060, DPO AA 86261",dc038661,Rear-end collision,,Minor cuts,Yes,"Hobbs, Arnold and Bailey",02-5275196,4401.02,,,0.0,,,0.0,,,0.0,Martinez-Smith,65-6106526,459.9,,,0.0,,,0.0,,,0.0,13784.46,10890.76
Allstate,Lori Miller,West Kristenhaven,TX,43328,Rear-end collision,2022-01-06,Yes,Value event mother party after fly skill ok quickly rest sport.,"88045 Coleman Flats Apt. 352, New Jamesside, AR 12736",997bedb9,Front-end collision,,Bruises,No,,,0.0,,,0.0,Mathis and Sons,59-2557858,3270.33,Hammond-Davis,48-7206655,2937.92,,,0.0,Le PLC,56-1195705,3776.32,Curtis-May,35-2261294,3006.11,,,0.0,21193.41,17657.86
StateFarm,Allison Lewis,Lake Thomasmouth,IL,22615,Hit and run,2023-09-19,No,Carry own class ready identify American eight.,"8215 Virginia Haven, Michaelstad, AS 03668",c527d13d,Side impact,Rear-end collision,,Yes,Moss-Smith,22-5518564,1765.91,,,0.0,,,0.0,,,0.0,,,0.0,Austin Ltd,53-0191308,669.47,Barry-Lyons,51-6593458,4842.51,Obrien-Becker,87-3490741,679.27,16748.47,12405.16
Allstate,Jason Rollins,West Nicholas,PA,98382,Single vehicle accident,2022-03-18,No,Simple second sense news board suggest one list clear little model.,"92563 Todd Spur Apt. 684, Port Anthony, ME 10405",3f857f8c,Windshield crack,,,No,,,0.0,,,0.0,,,0.0,Jones-Henson,66-4455064,3124.67,,,0.0,Clark-Deleon,33-1595218,2389.75,"Ward, Matthews and Farley",27-7678347,4746.51,Miller Inc,02-4339636,4837.76,16077.77,8174.26
Geico,Sandra Lindsey,West Sheilaborough,NY,12888,Single vehicle accident,2025-04-06,No,Actually yes result probably draw wrong begin must explain art source blood.,"350 Taylor Lodge, West Krista, CT 99013",3821af97,Fender damage,Front-end collision,,Yes,,,0.0,Bell-Bailey,55-9959409,3353.92,"Smith, Stevens and Davidson",34-5699849,4611.88,"Brock, Weeks and Johnson",27-6646854,840.22,"Farmer, Smith and Reynolds",03-9141041,4422.29,"Tran, Mclean and Oconnor",66-8334706,3414.89,"Nguyen, Evans and Perez",51-4189865,756.67,Ingram-Moore,56-3411857,3231.14,25925.04,24492.09
Allstate,Amanda West,Lake Jessicaville,OH,75976,Single vehicle accident,2023-08-31,Yes,Should blue middle so audience style.,"79295 Kimberly Summit, East Louishaven, PA 82269",9ba7c566,Side impact,,Bruises,No,,,0.0,,,0.0,Moreno LLC,06-9862494,2851.33,Walker-Garcia,62-6093441,2333.58,Hammond-Davis,44-8473153,1932.23,,,0.0,"Gallagher, Wu and Zavala",24-3343823,3515.72,,,0.0,14887.65,11042.59
StateFarm,Kyle Douglas,Saundersview,NC,21343,Hit and run,2025-06-07,No,Sing west these leave into form group show including general job.,"568 John Extension Suite 505, New Richard, SC 13204",7852f13d,Rear-end collision,,,No,Rogers-Browning,38-1581905,2600.08,,,0.0,Hale-Brooks,74-3618306,3969.35,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,15461.24,9217.75
StateFarm,Kara Jones MD,West Robert,GA,15645,Single vehicle accident,2021-07-04,Yes,Age turn environment small few base listen focus.,"077 Jesse Loaf, Mejiamouth, PA 00764",7b8dc1b5,Windshield crack,Front-end collision,Other sprain/strain,Yes,,,0.0,,,0.0,"Rowland, Adams and Butler",03-2572271,1638.04,Reese and Sons,56-3767504,1300.92,Martinez Group,93-0615502,4867.43,Ramos-Anderson,63-6847070,577.64,Simpson Inc,23-8582270,1903.6,,,0.0,18715.24,16966.12
Geico,Mary Doyle,Hamiltonfurt,TX,86518,Single vehicle accident,2023-05-31,No,Second common for notice call movie international street weight run up product spend.,"176 King Burgs, Lindaport, KS 97771",b9c44b7c,Side impact,,,No,,,0.0,"Hammond, Gilbert and Baldwin",86-6756005,4152.66,,,0.0,"Hoffman, Vega and Evans",47-4960070,3524.57,Williams PLC,13-4017410,1499.68,Cummings-Ferguson,15-2690057,3485.2,,,0.0,"Jordan, Lyons and Santiago",72-9320336,4356.72,24835.07,14183.97
Allstate,David Gilbert,Port John,NY,58727,Collision,2022-02-22,No,Question whether indeed century human development.,"00995 Whitney Coves, Sarahside, MO 22288",572c05ce,Rear-end collision,Windshield crack,,No,"Powell, Smith and Richardson",02-2234361,2222.33,,,0.0,,,0.0,,,0.0,"Thomas, Fleming and Shannon",62-2018265,4680.91,,,0.0,Sandoval Ltd,22-7376514,4453.07,,,0.0,17705.53,11766.75
Allstate,Stanley Manning,Lake Stevenview,MI,89790,Rear-end collision,2021-12-12,Yes,Fast who door through those represent hundred table opportunity direction technology according.,"8688 Freeman Bridge Suite 231, Barbaramouth, IN 40924",da0677a2,Front-end collision,Side impact,Neck sprain/strain,Yes,"Baker, Bennett and Soto",53-9467728,2979.88,Daniels and Sons,02-7159755,4522.33,Reynolds LLC,25-9477034,3059.57,Johnson Ltd,84-2194012,3604.66,Ortega-Gardner,57-1507499,4490.72,Charles-Zhang,24-4464685,3845.49,,,0.0,,,0.0,31117.89,20263.78
Allstate,Craig Olson,Mitchellberg,GA,90732,Rear-end collision,2025-07-26,Yes,Manage plant owner name force deal.,"19104 Robinson Mall, Hahnberg, MO 52832",a9349788,Fender damage,Windshield crack,Neck sprain/strain,No,"Morales, Baker and Johnson",88-8894548,609.91,,,0.0,,,0.0,,,0.0,Landry-Miller,88-7968178,119.53,,,0.0,,,0.0,Howard Ltd,30-1740239,2163.24,5403.8,3309.34
StateFarm,Amanda Rush,Adrianport,OH,63496,Single vehicle accident,2023-07-13,Yes,Difference go line about every commercial feeling culture.,"12545 Michael Inlet, East Davidborough, MH 78311",c59f2bfc,Windshield crack,Side impact,Neck sprain/strain,Yes,,,0.0,Grant-Lewis,04-8106952,3865.62,Gordon LLC,95-3041459,4001.22,,,0.0,,,0.0,Dawson LLC,72-7380078,4677.51,,,0.0,,,0.0,18789.8,13038.51
Geico,Gina Patterson,Jonesberg,IL,97272,Collision,2023-03-27,No,It see clear develop site offer black dinner.,"91276 Anderson Mountains, New Gloria, GA 44963",a5870bf0,Windshield crack,Front-end collision,,No,"West, Campbell and Richard",01-9907736,2535.98,Jones-Tucker,48-6842486,3036.78,"Miller, Tran and Chambers",15-5624094,225.74,"Montes, Chapman and Johnson",73-8715972,4898.6,Moore-Holland,12-1407753,1659.42,,,0.0,,,0.0,,,0.0,14983.75,10420.46
Geico,Michelle Duncan,Lake Kenneth,TX,62226,Hit and run,2022-08-20,Yes,Unit value learn edge happen economy article all.,"5379 Simmons Streets Apt. 424, Teresabury, MO 32313",9f28cc96,Side impact,,Bruises,Yes,,,0.0,Nguyen Group,21-4292262,3767.68,,,0.0,"Andrews, Bender and Wilson",12-6239575,2010.84,,,0.0,,,0.0,,,0.0,Nguyen-Navarro,88-2521662,2816.31,17350.39,16477.3
Geico,Christopher Bell,Port Douglasborough,CA,98741,Hit and run,2025-05-29,Yes,Ball eight middle interest perform although grow here task nice ever those.,"6321 Joseph Track, North Carmen, AR 35219",57d87418,Windshield crack,,Bruises,Yes,,,0.0,Smith-Brown,67-1898844,1220.03,,,0.0,Nunez Group,67-2669269,1271.79,Ward-Beard,13-9018866,1166.84,,,0.0,Carpenter-Williams,71-9864148,4392.69,,,0.0,12293.28,10920.51
Allstate,Amy Torres,East Teresastad,NY,97812,Collision,2024-10-31,No,Account space increase save inside student on majority real cause project camera company.,"45686 Barnett Coves, Port Branditown, IA 30474",e9614c3d,Rear-end collision,Front-end collision,,Yes,,,0.0,,,0.0,Gordon PLC,13-3532392,1057.29,,,0.0,,,0.0,"Rodriguez, Johnson and Jones",80-4668951,3323.45,Johnson Inc,87-2478059,2586.01,,,0.0,16338.04,12501.05
StateFarm,Alyssa Gonzalez,Anthonyhaven,CA,24230,Collision,2021-03-04,Yes,Big affect industry draw just record week today quickly.,"870 Butler Gardens, Port Adam, MH 38630",f3639d41,Rear-end collision,Fender damage,Bruises,Yes,"Everett, Turner and Bradshaw",54-9937842,3177.64,,,0.0,,,0.0,,,0.0,Hernandez-Perez,98-1955708,1827.95,,,0.0,,,0.0,,,0.0,7591.19,6981.34
Allstate,Sabrina Hernandez,Smithbury,NY,83928,Collision,2022-05-08,No,Turn also only ask enough suggest hospital.,"498 Powers Drive, Lake Omar, AS 83577",e83543c8,Fender damage,Windshield crack,,Yes,,,0.0,Gardner Group,65-5761187,1746.18,,,0.0,"Walker, Boyd and Bush",05-8474077,2516.16,,,0.0,"Brown, Black and Crawford",48-8699956,555.03,King-Burton,20-9972727,3071.86,,,0.0,15612.2,9613.05
StateFarm,Jennifer Perez,Tinafort,TX,35244,Single vehicle accident,2020-09-24,Yes,Some party choose sense hundred by.,"45731 David Groves, Whiteshire, AR 85072",3b3ca41e,Front-end collision,,Other sprain/strain,Yes,Bryant-Lewis,98-5382855,858.27,Jimenez Inc,88-4657810,2792.27,"Dalton, Good and May",67-5695070,407.97,,,0.0,,,0.0,Wright-Jones,34-1742013,3150.55,Conner-Robinson,68-8150931,3436.22,,,0.0,13966.61,11791.48
Allstate,Gary Cowan,Lake Anthony,MI,75259,Hit and run,2021-06-18,Yes,Truth or worker his during kind kitchen agent.,"6798 Andrews Station Apt. 918, West Matthew, CT 39821",72c8f865,Side impact,Fender damage,Fracture,No,"Lucas, Davis and Walker",32-3769059,2859.9,,,0.0,"Miller, Hernandez and Riley",77-8102884,3952.46,Pratt and Sons,59-9038406,1854.79,,,0.0,"Smith, Ray and Sampson",64-2601381,1921.94,Adams-Johnson,11-7886842,2366.8,Ortiz-Thompson,72-0440182,3640.1,17547.93,11319.36
Allstate,Melissa Hernandez,East James,MI,42234,Single vehicle accident,2022-04-05,Yes,Note before media space only news happen.,"934 Lauren Pines Suite 070, Carrollmouth, FM 34245",77beda09,Side impact,,Neck sprain/strain,No,,,0.0,Hunter PLC,12-6968579,2032.65,,,0.0,,,0.0,,,0.0,,,0.0,Carr-Bauer,63-7649399,2973.95,,,0.0,14615.13,10253.08
Geico,Rebecca Stevens,Taylorborough,GA,23751,Rear-end collision,2024-01-13,No,Future thought suffer star value indeed difference skill art take site week.,"75636 Jasmine Drives, Anthonyville, VA 95538",2caa37d0,Front-end collision,,,No,,,0.0,"Wood, King and Brown",01-9452462,2367.39,Gregory-Oconnell,01-6007049,1503.39,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,11671.21,6758.14
Allstate,Andrew Hall,Kaylashire,NC,23065,Single vehicle accident,2023-08-08,Yes,Trade away determine where owner however out people.,"41603 Mary Forks, South Jessicatown, NE 86618",f27b13fa,Rear-end collision,,Other sprain/strain,Yes,,,0.0,"Davis, Garcia and Morales",20-1477946,1411.66,Reilly-Jefferson,24-1876436,4676.34,Christian-Stevenson,24-0715658,1762.67,Holder PLC,26-5932060,3882.11,,,0.0,Abbott PLC,75-6714593,1710.46,"Huff, Todd and Lee",20-9021032,2727.09,16914.59,13890.41
Geico,Rachel Kelly,Coxport,NC,09884,Single vehicle accident,2022-05-11,Yes,Detail sure factor born view vote scene bar course wall thus test sure.,"5467 Kevin Wall, Lake Christine, MT 32697",e64920c1,Fender damage,,Knee injury,No,,,0.0,,,0.0,,,0.0,,,0.0,Dunn-Fields,74-5688962,1561.04,"Martinez, Martinez and Davis",57-4457791,4714.7,,,0.0,Munoz LLC,64-2857400,1049.41,17165.35,12015.77
Geico,Maria Christensen,Elizabethview,PA,92289,Hit and run,2024-02-21,Yes,Place even view recognize million sign must month.,"7943 Monica Bypass, South Brianfurt, FL 74770",71e89f63,Side impact,Windshield crack,Disk injury,No,,,0.0,"Clark, Cobb and Webb",64-4472161,3177.0,Miller LLC,86-2711476,264.02,"Howe, Sims and Hart",10-0430045,3530.53,Fernandez and Sons,16-1913315,4147.34,Martinez-Lawson,92-9357325,3081.01,,,0.0,,,0.0,18932.81,17316.84
Geico,Kathleen Deleon,Oliverstad,PA,84304,Hit and run,2024-10-02,No,Garden experience laugh reach show institution must.,"5693 David Road, Hunterburgh, OR 82541",e24d13b8,Rear-end collision,Front-end collision,,Yes,Guzman Group,53-0031235,4006.17,King Inc,24-6333931,2403.59,,,0.0,"Sanchez, Simmons and Harmon",63-7416484,1771.52,Perez-Rodriguez,36-8507218,2216.23,,,0.0,Tran-Howard,25-8051243,1116.35,,,0.0,17213.56,12737.97
Geico,Connor Sanchez,Heatherport,NC,45846,Collision,2024-05-27,Yes,She maintain radio again senior material figure painting measure.,"683 Darrell Point, South Michaelbury, CA 17476",6b94f564,Front-end collision,Windshield crack,Other sprain/strain,No,,,0.0,Warner Group,52-6316865,4827.76,,,0.0,"Collins, Williams and Vargas",53-1437141,2898.97,,,0.0,,,0.0,,,0.0,Joseph-Gaines,82-8178030,1417.13,13802.43,8879.62
StateFarm,Barbara Huff,South Shannon,OH,25923,Collision,2024-04-06,Yes,Man particularly step same case director if within nation show left.,"920 Smith Squares Suite 907, Martinstad, KS 35537",8075e74d,Windshield crack,,Disk injury,Yes,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,"Hill, Moody and King",60-5716392,4201.45,"Haas, Long and Goodman",77-6055725,2549.95,Glenn and Sons,55-3965656,3677.8,19060.31,10021.03
StateFarm,Karen Clark,Lake Russellberg,MI,63968,Collision,2021-09-02,Yes,Police push box capital finally we participant.,"USNV Burke, FPO AA 29798",910179e2,Side impact,Front-end collision,Disk injury,Yes,Briggs and Sons,55-5641435,208.51,,,0.0,,,0.0,"Patrick, White and Jackson",31-9901933,1455.81,,,0.0,,,0.0,Lopez-Williams,73-7431099,4326.46,Clark-Woods,99-6405984,2840.41,16108.14,13966.48
StateFarm,Catherine Lane,Williamsfurt,IL,56640,Single vehicle accident,2024-08-16,Yes,Various put start exist recognize consider determine statement position current.,"69399 James Underpass Suite 806, Jenniferview, TX 01286",3a8d7f8b,Front-end collision,,Shoulder injury,No,Wilson-Meza,53-9285075,777.29,"Williams, Watkins and Thomas",03-7531968,3219.48,,,0.0,Newton-Fernandez,88-3511193,3204.83,,,0.0,"Gonzalez, White and Martin",32-3421250,415.66,,,0.0,,,0.0,11243.27,6674.82
Geico,Kaitlyn Montgomery,Teresaton,IL,18056,Single vehicle accident,2025-01-21,No,Happy series word land too major.,"14069 Bruce Station Apt. 831, Maciasview, AL 96259",b695260c,Fender damage,,,Yes,Vasquez Group,30-6416001,2185.65,,,0.0,,,0.0,Hooper Ltd,26-0845647,3248.74,Stokes-Myers,77-9350057,3917.34,Davis and Sons,57-4775480,2371.14,Giles PLC,38-2734929,4753.89,,,0.0,19146.01,11328.82
Geico,Ann Whitney,West Brandifurt,TX,62796,Rear-end collision,2023-09-20,Yes,Congress seem among should change official benefit how beyond.,"Unit 1799 Box 2262, DPO AP 61189",6d2655df,Front-end collision,Windshield crack,Minor cuts,Yes,"Scott, Murillo and Johnson",76-4903468,3823.74,"Castro, Graham and Escobar",04-3568720,2054.06,Phillips Group,61-0356066,790.17,,,0.0,Riddle-Miller,34-7344590,2471.71,"Brown, Casey and Spencer",59-6454786,2368.32,,,0.0,"Martin, Snyder and Dixon",51-5567415,1910.6,16852.58,9045.47
Geico,Melissa Parker,Jonesstad,PA,26191,Single vehicle accident,2023-06-20,Yes,Special child foreign piece view speech produce mother cause tree family environmental cover.,"482 Fitzgerald Valleys Suite 967, Lamberg, NE 84891",ece1b72e,Rear-end collision,Side impact,Knee injury,No,"Anderson, Ball and Myers",58-0395294,1912.34,Wilson Ltd,60-7917872,3225.04,Reyes Group,82-3311042,4827.81,,,0.0,Kirby Ltd,44-8548197,4229.14,Jackson-Marshall,93-9959022,1731.72,,,0.0,,,0.0,18036.62,15731.18
